
train,0.8361016647050881,0.7088428974600188
validation,0.7015949616283869,0.7557908669755129
train,0.6696704236382263,0.7609360301034808
validation,0.6443455645298027,0.7729980145598941
train,0.6167730408688256,0.7752822201317028
validation,0.6264690906302491,0.7703507610853739
train,0.5878180152160989,0.7796331138287865
validation,0.6043570173409978,0.786234281932495
train,0.5620518512077637,0.7923330197554093
validation,0.5963439580070349,0.786896095301125
train,0.5454816359287147,0.7946848541862653
validation,0.5857162579726416,0.8034414295168762
train,0.5313621255606833,0.7990357478833491
validation,0.5801412390210943,0.7941760423560555
train,0.5175309753989904,0.8093838193791157
validation,0.5712837471542257,0.7935142289874255
train,0.5064920269983172,0.809266227657573
validation,0.5940260607071226,0.7928524156187955
train,0.49151839449062507,0.816439322671684
validation,0.5928556286365603,0.7954996690933157
train,0.48379470625242194,0.8200846660395108
validation,0.5727965434129312,0.800794176042356
train,0.47401606593620965,0.8214957666980245
validation,0.5724433999752698,0.8034414295168762
train,0.454404199056096,0.8333725305738476
validation,0.5881829536331954,0.7888815354070152
train,0.4546593279627731,0.8287864534336783
validation,0.5574262128769365,0.8027796161482462
train,0.44202557943502013,0.8372530573847602
validation,0.5729412430568218,0.8014559894109861
train,0.429178835699722,0.840898400752587
validation,0.5583484210690309,0.799470549305096
train,0.4359947461231856,0.8380761994355598
validation,0.5633870285919058,0.800132362673726
train,0.42760541488399845,0.8396048918156163
validation,0.5556005854862246,0.8054268696227663
train,0.4285829075080319,0.8372530573847602
validation,0.5457103451224529,0.814692256783587
train,0.422694739960099,0.8406632173095014
validation,0.5691303416327244,0.8041032428855063
train,0.41759416920782144,0.8430150517403575
validation,0.555631067325231,0.8067504963600265
train,0.3977649060208508,0.8518344308560678
validation,0.5355952065327088,0.814692256783587
train,0.39074096145320364,0.853480714957667
validation,0.5549567397424987,0.8093977498345467
train,0.3898814224120254,0.8524223894637818
validation,0.5719736393992274,0.8100595632031767
train,0.3897673106653334,0.8553621825023519
validation,0.571944463339805,0.8060886829913965
train,0.3801031683765261,0.8573612417685795
validation,0.5738515743429814,0.8100595632031767
train,0.3729112356032051,0.8573612417685795
validation,0.5684122027031717,0.8027796161482462
train,0.37382406475739105,0.8647695202257761
validation,0.5650293806544366,0.8087359364659166
train,0.3731409498295017,0.8598306679209784
validation,0.559223935984366,0.814692256783587
train,0.35751347676942846,0.8647695202257761
validation,0.5630736687102907,0.814692256783587
train,0.3617602093872436,0.8651222953904045
validation,0.5857015067106205,0.813368630046327
train,0.3523842819939216,0.8690028222013171
validation,0.5629776482705168,0.814692256783587
train,0.3559521014187993,0.8654750705550329
validation,0.5629697722523991,0.8060886829913965
train,0.346814938443288,0.8691204139228599
validation,0.5624277539635083,0.8113831899404368
train,0.31942865145957816,0.882173095014111
validation,0.5725614088880234,0.814030443414957
train,0.3287152884316018,0.8775870178739417
validation,0.5718257173175926,0.8160158835208471
train,0.3272116556273018,0.8784101599247414
validation,0.5843272196544392,0.814030443414957
train,0.32608987720418625,0.878057384760113
validation,0.5849910163469144,0.799470549305096
train,0.3242122876902066,0.8768814675446849
validation,0.5675697418966489,0.8080741230972865
train,0.3214736843266133,0.8759407337723425
validation,0.5859335029780036,0.813368630046327
train,0.3183300088064242,0.8860536218250236
validation,0.571227243607759,0.8067504963600265
train,0.3173702278595877,0.8817027281279398
validation,0.5897360465764842,0.8120450033090668
train,0.31091358982944756,0.8837017873941675
validation,0.5832679205426785,0.8067504963600265
train,0.3040675979706889,0.8801740357478833
validation,0.6104610322880318,0.814030443414957
train,0.3087710918453877,0.8855832549388524
validation,0.5677932415633388,0.8166776968894772
train,0.302422668613136,0.8848777046095955
validation,0.5844976983269187,0.8246194573130378
train,0.2929819040526115,0.8911100658513641
validation,0.5942205051015655,0.8113831899404368
train,0.29950046694906723,0.8855832549388524
validation,0.581592632002739,0.8186631369953673
train,0.29082414634028136,0.8872295390404515
validation,0.5791611193348287,0.8193249503639973
train,0.2913211828285192,0.8925211665098778
validation,0.6004995887915399,0.8180013236267373
